	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
3114	2191	211	Shikimates and Phenylpropanoids	0.7894736842105263	Flavonoids	0.7368421052631579	Flavonols	0.6842105263157895	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q115949686	JPUKWEQWGBDDQB-DHTVHLPASA-N	InChI=1S/C21H20O11/c22-7-13-15(26)17(28)18(29)21(31-13)32-20-16(27)14-11(25)5-10(24)6-12(14)30-19(20)8-1-3-9(23)4-2-8/h1-6,13,15,17-18,21-26,28-29H,7H2/t13?,15-,17?,18?,21+/m0/s1	O=c1c(O[C@H]2OC(CO)[C@H](O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12	C21H20O11	pos_1_1proton	448.1005614599998	Kaempferol 3-alpha-D-galactoside	JPUKWEQWGBDDQB	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q13036372	Harpephyllum caffrum	1032669.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Harpephyllum']	['Harpephyllum caffrum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
3121	2191	211	Shikimates and Phenylpropanoids	0.7894736842105263	Flavonoids	0.7368421052631579	Flavonols	0.6842105263157895	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105202673	OXGUCUVFOIWWQJ-LDWSSRBJSA-N	InChI=1S/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3/t7-,15-,17+,18-,21-/m0/s1	C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@H](O)[C@H]1O	C21H20O11	pos_1_1proton	448.10056146	3-(6-Deoxy-alpha-L-glucopyranosyloxy)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-1-benzopyran-4-one	OXGUCUVFOIWWQJ	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
3124	2191	211	Shikimates and Phenylpropanoids	0.7894736842105263	Flavonoids	0.7368421052631579	Flavonols	0.6842105263157895	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27145708	QPHXPNUXTNHJOF-XNFUJFQVSA-N	InChI=1S/C21H20O11/c1-7-15(25)17(27)19(29)21(30-7)31-9-5-12(24)14-13(6-9)32-20(18(28)16(14)26)8-2-3-10(22)11(23)4-8/h2-7,15,17,19,21-25,27-29H,1H3/t7-,15-,17+,19+,21-/m0/s1	C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)c(O)c4)oc3c2)[C@H](O)[C@H](O)[C@H]1O	C21H20O11	pos_1_1proton	448.10056145999977	Vincetoxicoside B	QPHXPNUXTNHJOF	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q83127	Buchanania lanzan	5233189.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Buchanania']	['Buchanania lanzan']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
3128	2191	211	Shikimates and Phenylpropanoids	0.7894736842105263	Flavonoids	0.7368421052631579	Flavonols	0.6842105263157895	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105190346	OEKUVLQNKPXSOY-ZWDDJUBUSA-N	InChI=1S/C21H20O11/c1-7(22)18-16(28)17(29)21(31-18)32-20-15(27)14-12(26)5-9(23)6-13(14)30-19(20)8-2-3-10(24)11(25)4-8/h2-7,16-18,21-26,28-29H,1H3/t7-,16+,17-,18-,21+/m0/s1	C[C@H](O)[C@@H]1O[C@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@H]1O	C21H20O11	pos_1_1proton	448.1005614599998	3-[(2R,3S,4R,5S)-3,4-dihydroxy-5-[(1S)-1-hydroxyethyl]oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one	OEKUVLQNKPXSOY	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q159546	Rhus coriaria	598784.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Rhus']	['Rhus coriaria']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
3156	2187	91	Terpenoids	1.0	Sesquiterpenoids	0.9565217391304348	Cadinane sesquiterpenoids	0.391304347826087	30.0	0.0	MS1_match	http://www.wikidata.org/entity/Q115946638	HTCXXOQBBXKJIN-UHFFFAOYSA-N	InChI=1S/C10H16O/c1-10(2)5-7-3-4-9(11)8(7)6-10/h7-8H,3-6H2,1-2H3	CC1(C)CC2CCC(=O)C2C1	C10H16O	pos_1_1proton1isopropanol	152.120115132	7,7-Dimethylbicyclo[3.3.0]octan-2-one	HTCXXOQBBXKJIN	Terpenoids	Sesquiterpenoids	Caryophyllane sesquiterpenoids	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	2	7.0	1
3157	2187	91	Terpenoids	1.0	Sesquiterpenoids	0.9565217391304348	Cadinane sesquiterpenoids	0.391304347826087	30.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105001015	FTEUSHRMTWTVTP-SNVBAGLBSA-N	InChI=1S/C10H16O/c1-8-4-6-10(11,7-5-8)9-2-3-9/h4,9,11H,2-3,5-7H2,1H3/t10-/m1/s1	CC1=CC[C@](O)(C2CC2)CC1	C10H16O	pos_1_1proton1isopropanol	152.120115132	(+)-9,10-Cyclo-p-1-menthen-4-ol	FTEUSHRMTWTVTP	Terpenoids	Sesquiterpenoids		http://www.wikidata.org/entity/Q36071	Pistacia vera	200787.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Pistacia']	['Pistacia vera']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	2	7.0	1
3158	2185	51	Polyketides	0.3709677419354839	Phloroglucinols	0.3387096774193548	Acyl phloroglucinols	0.3387096774193548	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105217382	QAGIFLJVFGOXJD-SKVBVRNUSA-N	InChI=1S/C27H26O12/c1-37-17-10-16(31)19(21(32)12-2-6-14(29)7-3-12)23(34)20(17)25-26(24(35)22(33)18(11-28)38-25)39-27(36)13-4-8-15(30)9-5-13/h2-10,18,22,24-26,28-31,33-35H,11H2,1H3/t18?,22-,24?,25+,26+/m1/s1	COc1cc(O)c(C(=O)c2ccc(O)cc2)c(O)c1[C@@H]1OC(CO)[C@@H](O)C(O)[C@@H]1OC(=O)c1ccc(O)cc1	C27H26O12	pos_1_1proton	542.142426272	[(2S,3S,5S)-2-[2,4-dihydroxy-3-(4-hydroxybenzoyl)-6-methoxyphenyl]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl] 4-hydroxybenzoate	QAGIFLJVFGOXJD	Polyketides	Phloroglucinols	Acyl phloroglucinols	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']		['Mangifera']	['Mangifera indica']	8	3	9.5	1
3159	2182	18	Shikimates and Phenylpropanoids	0.7692307692307693	Flavonoids	0.7384615384615385	Proanthocyanins	0.5846153846153846	1.0	0.42909488	ISDB	http://www.wikidata.org/entity/Q105126378	JESPWQGCCOLVKQ-NFJBMHMQSA-N	InChI=1S/C30H26O10/c31-15-5-1-13(2-6-15)28-22(37)11-18-19(34)12-21(36)25(30(18)40-28)26-24-20(35)9-17(33)10-23(24)39-29(27(26)38)14-3-7-16(32)8-4-14/h1-10,12,22,26-29,31-38H,11H2/t22-,26-,27-,28-,29-/m1/s1	Oc1ccc([C@H]2Oc3cc(O)cc(O)c3[C@H](c3c(O)cc(O)c4c3O[C@H](c3ccc(O)cc3)[C@H](O)C4)[C@H]2O)cc1	C30H26O10		546.152597032	Epiafzelechin-(4beta-8)-epiafzelechin	JESPWQGCCOLVKQ	Shikimates and Phenylpropanoids	Flavonoids	Proanthocyanins	http://www.wikidata.org/entity/Q161117	Cassia fistula	959676.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Unknown']	['Cassia']	['Cassia fistula']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	7.216379642486572	1
3163	2180	340	Shikimates and Phenylpropanoids	1.0	Phenolic acids (C6-C1)	1.0	Gallotannins	0.75	5.0	0.4916756	ISDB	http://www.wikidata.org/entity/Q375837	LNTHITQWFMADLM-UHFFFAOYSA-N	InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)	O=C(O)c1cc(O)c(O)c(O)c1	C7H6O5		170.021523292	Gallic Acid	LNTHITQWFMADLM	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Gallotannins	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']		['Mangifera']	['Mangifera indica']	8	3	11.466702461242676	1
3164	2177	107	Carbohydrates	0.5882352941176471	Saccharides	0.5882352941176471	Disaccharides	0.5882352941176471	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104972894	CZMRCDWAGMRECN-GDQSFJPYSA-N	InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5+,6+,7-,8-,9+,10+,11+,12-/m0/s1	OC[C@@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C12H22O11	pos_1_1proton1ammonium	342.116211524	Ido(b1-2b)D-Sorf	CZMRCDWAGMRECN	Carbohydrates	Saccharides	Disaccharides	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
3176	2176	319	Terpenoids	0.5	Sesquiterpenoids	0.5	Elemane sesquiterpenoids	0.5	1.0	0.21994619	ISDB	http://www.wikidata.org/entity/Q105285838	VGJMSQCITPKNFM-ZJPYXAASSA-N	InChI=1S/C19H30O6/c1-7-18(6)9-8-15(17(22)16(18)12(2)3)19(23,10-24-13(4)20)11-25-14(5)21/h7,15-17,22-23H,1-2,8-11H2,3-6H3/t15-,16-,17+,18-/m1/s1	C=C[C@]1(C)CC[C@@H](C(O)(COC(C)=O)COC(C)=O)[C@H](O)[C@H]1C(=C)C	C19H30O6		354.20423868	[3-acetyloxy-2-[(1R,2R,3S,4S)-4-ethenyl-2-hydroxy-4-methyl-3-prop-1-en-2-ylcyclohexyl]-2-hydroxypropyl] acetate	VGJMSQCITPKNFM	Terpenoids	Sesquiterpenoids	Elemane sesquiterpenoids	http://www.wikidata.org/entity/Q161116	Magnolia grandiflora	622553.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Magnoliales']	['Magnoliaceae']	['Unknown']	['Magnolia']	['Magnolia grandiflora']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	6.37978458404541	1
3177	2175	786							1.0	0.25014713	ISDB									UZYKIEJVRULADX							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.0005885362625122	1
3178	2167	-1							7.0	0.6604095	ISDB	http://www.wikidata.org/entity/Q104995947	FIZZAWTVIDYQPI-TUAOUCFPSA-N	InChI=1S/C12H18O/c1-9-5-3-4-6-11-10(9)7-8-12(11,2)13/h4,6,10-11,13H,1,3,5,7-8H2,2H3/t10-,11+,12-/m0/s1	C=C1CCC=C[C@@H]2[C@H]1CC[C@]2(C)O	C12H18O		178.135765196	1,2,3,3abeta,6,7,8,8abeta-Octahydro-3-methyl-8-methyleneazulen-3alpha-ol	FIZZAWTVIDYQPI	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q4539174	Dictamnus dasycarpus	651514.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Rutaceae']	['Unknown']	['Dictamnus']	['Dictamnus dasycarpus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']					5	0	7.641637802124023	1
3179	2166	211	Shikimates and Phenylpropanoids	0.7894736842105263	Flavonoids	0.7368421052631579	Flavonols	0.6842105263157895	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q6086296	OVSQVDMCBVZWGM-QSOFNFLRSA-N	InChI=1S/C21H20O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-18,21-27,29-30H,6H2/t13-,15-,17+,18-,21+/m1/s1	O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	C21H20O12	pos_1_1proton	464.09547607999986	Isoquercitrin	OVSQVDMCBVZWGM	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q675778	Sclerocarya birrea	456294.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Sclerocarya']	['Sclerocarya birrea']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']		['Sclerocarya']	['Sclerocarya birrea']	8	3	9.5	1
3181	2166	211	Shikimates and Phenylpropanoids	0.7894736842105263	Flavonoids	0.7368421052631579	Flavonols	0.6842105263157895	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q6948223	DCYOADKBABEMIQ-OWMUPTOHSA-N	InChI=1S/C21H20O12/c1-6-14(26)17(29)18(30)21(31-6)33-20-16(28)13-9(23)4-8(22)5-12(13)32-19(20)7-2-10(24)15(27)11(25)3-7/h2-6,14,17-18,21-27,29-30H,1H3/t6-,14-,17+,18+,21-/m0/s1	C[C@@H]1O[C@@H](Oc2c(-c3cc(O)c(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O	C21H20O12	pos_1_1proton	464.09547607999986	Myricitrin	DCYOADKBABEMIQ	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q675778	Sclerocarya birrea	456294.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Sclerocarya']	['Sclerocarya birrea']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']		['Sclerocarya']	['Sclerocarya birrea']	8	3	9.5	1
3184	2165	-1							4.0	0.62127817	ISDB	http://www.wikidata.org/entity/Q104936215	BHSXLKWHFWXXQE-AFHWFKKNSA-N	InChI=1S/C16H26O/c1-9(2)13-7-6-10(3)16-14(17)8-11(4)15(16)12(13)5/h6,9,11,13-17H,5,7-8H2,1-4H3/t11-,13-,14-,15+,16+/m0/s1	C=C1[C@@H]2[C@H](C(C)=CC[C@H]1C(C)C)[C@@H](O)C[C@@H]2C	C16H26O		234.19836545200002	(1S,3S,3aS,5S,8aR)-3,8-dimethyl-4-methylidene-5-propan-2-yl-2,3,3a,5,6,8a-hexahydro-1H-azulen-1-ol	BHSXLKWHFWXXQE	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q11111297	Hypericum beanii	811246.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Hypericaceae']	['Hypericeae']	['Hypericum']	['Hypericum beanii']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	6.48511266708374	1
3185	2161	264	Terpenoids	1.0	Monoterpenoids	1.0	Menthane monoterpenoids	1.0	2.0	0.6444552	ISDB	http://www.wikidata.org/entity/Q82861975	MKPMHJQMNACGDI-NXEZZACHSA-N	InChI=1S/C10H16O/c1-8(2)9-4-6-10(3,11)7-5-9/h4,6,9,11H,1,5,7H2,2-3H3/t9-,10-/m1/s1	C=C(C)[C@@H]1C=C[C@@](C)(O)CC1	C10H16O		152.120115132	2-Cyclohexen-1-ol, 1-methyl-4-(1-methylethenyl)-, trans-	MKPMHJQMNACGDI	Terpenoids	Monoterpenoids	Menthane monoterpenoids	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']		['Mangifera']	['Mangifera indica']	8	3	12.077820777893066	1
3186	2160	159	Shikimates and Phenylpropanoids	1.0	Fatty acyls	0.5	Oxygenated hydrocarbons	0.5	1.0	0.4463665	ISDB	http://www.wikidata.org/entity/Q82822686	YGHRQWKTVXMGDU-PSASIEDQSA-N	InChI=1S/C10H13ClO4/c1-15-9-4-6(2-3-7(9)12)10(14)8(13)5-11/h2-4,8,10,12-14H,5H2,1H3/t8-,10-/m1/s1	COc1cc([C@@H](O)[C@H](O)CCl)ccc1O	C10H13ClO4		232.05023657599997	(1R,2S)-3-chloro-1-(4-hydroxy-3-methoxyphenyl)propane-1,2-diol	YGHRQWKTVXMGDU	Shikimates and Phenylpropanoids			http://www.wikidata.org/entity/Q158468	Pimenta dioica	1011084.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Myrtales']	['Myrtaceae']	['Myrteae']	['Pimenta']	['Pimenta dioica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	1	6.285466194152832	1
3187	2158	-1							1.0	0.36459506	ISDB									CQOAKBVRRVHWKV							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.4583802223205566	1
3188	2157	-1							3.0	0.57033443	ISDB	http://www.wikidata.org/entity/Q104919243	AUXYOVQIZNPKSO-KKFJDGPESA-N	InChI=1S/C14H16O6/c1-17-10-3-7(4-11(18-2)12(10)15)13-8-5-20-14(16)9(8)6-19-13/h3-4,8-9,13,15H,5-6H2,1-2H3/t8-,9-,13+/m1/s1	COc1cc([C@@H]2OC[C@H]3C(=O)OC[C@H]32)cc(OC)c1O	C14H16O6		280.094688232	(3R,3aS,6aS)-3-(4-hydroxy-3,5-dimethoxyphenyl)-3,3a,4,6a-tetrahydro-1H-furo[3,4-c]furan-6-one	AUXYOVQIZNPKSO	Shikimates and Phenylpropanoids	Lignans	Furofuranoid lignans	http://www.wikidata.org/entity/Q45108	Linum usitatissimum	1000262.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Linaceae']	['Unknown']	['Linum']	['Linum usitatissimum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	6.281337738037109	1
3198	2156	55	Shikimates and Phenylpropanoids	0.9090909090909091	Flavonoids	0.8181818181818182	Phenanthrenes	0.6363636363636364	4.0	0.8814251	ISDB	http://www.wikidata.org/entity/Q105126753	JFLVGRGATGWONA-LNBCOLIQSA-N	InChI=1S/C22H24O9/c1-28-14-8-11-4-3-10-7-12(24)5-6-13(10)16(11)21(29-2)20(14)31-22-19(27)18(26)17(25)15(9-23)30-22/h3-8,15,17-19,22-27H,9H2,1-2H3/t15-,17-,18+,19-,22+/m1/s1	COc1cc2ccc3cc(O)ccc3c2c(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C22H24O9		432.1420323479998	(2S,3R,4S,5S,6R)-2-(7-hydroxy-2,4-dimethoxyphenanthren-3-yl)oxy-6-(hydroxymethyl)oxane-3,4,5-triol	JFLVGRGATGWONA	Shikimates and Phenylpropanoids	Phenanthrenoids	Phenanthrenes	http://www.wikidata.org/entity/Q159003	Bletilla striata	147334.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Orchidaceae']	['Arethuseae']	['Bletilla']	['Bletilla striata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	9.025700569152832	1
3199	2155	185	Terpenoids	1.0	Diterpenoids	1.0	Colensane and Clerodane diterpenoids	1.0	2.0	0.2496906	ISDB	http://www.wikidata.org/entity/Q105255311	SLGMGFKPPLEAAO-HFQQBTNDSA-N	InChI=1S/C22H38O3/c1-16(11-14-23)9-12-21(4)17(2)10-13-22(5)19(15-25-18(3)24)7-6-8-20(21)22/h7,16-17,20,23H,6,8-15H2,1-5H3/t16-,17+,20+,21-,22-/m0/s1	CC(=O)OCC1=CCC[C@@H]2[C@@](C)(CC[C@H](C)CCO)[C@H](C)CC[C@@]12C	C22H38O3		350.28209507599996	[(4aR,5S,6R,8aR)-5-[(3S)-5-hydroxy-3-methylpentyl]-5,6,8a-trimethyl-3,4,4a,6,7,8-hexahydronaphthalen-1-yl]methyl acetate	SLGMGFKPPLEAAO	Terpenoids	Diterpenoids	Colensane and Clerodane diterpenoids	http://www.wikidata.org/entity/Q92993010	Baccharis rufidula	7600164.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Astereae']	['Baccharis']	['Baccharis rufidula']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	6.498762607574463	1
3202	2152	107	Carbohydrates	0.5882352941176471	Saccharides	0.5882352941176471	Disaccharides	0.5882352941176471	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q410005	MUPFEKGTMRGPLJ-ZQSKZDJDSA-N	InChI=1S/C18H32O16/c19-1-5-8(22)11(25)13(27)16(31-5)30-3-7-9(23)12(26)14(28)17(32-7)34-18(4-21)15(29)10(24)6(2-20)33-18/h5-17,19-29H,1-4H2/t5-,6-,7-,8+,9-,10-,11+,12+,13-,14-,15+,16+,17-,18+/m1/s1	OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O	C18H32O16	pos_1_1proton1ammonium	504.1690349439997	Raffinose	MUPFEKGTMRGPLJ	Carbohydrates	Saccharides	Disaccharides	http://www.wikidata.org/entity/Q13036372	Harpephyllum caffrum	1032669.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Harpephyllum']	['Harpephyllum caffrum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	7.5	1
3214	2151	749	Terpenoids	1.0	Apocarotenoids	1.0	Apocarotenoids (β-)	1.0	42.0	0.54405826	ISDB	http://www.wikidata.org/entity/Q115948359	RNLTZJIZBIPGAV-UHFFFAOYSA-N	InChI=1S/C14H22O2/c1-10(9-11(2)15)14-12(3,4)7-6-8-13(14,5)16-14/h9H,6-8H2,1-5H3	CC(=O)C=C(C)C12OC1(C)CCCC2(C)C	C14H22O2		222.16197994400002	4-(2,2,6-Trimethyl-7-oxabicyclo[4.1.0]heptan-1-yl)pent-3-en-2-one	RNLTZJIZBIPGAV	Terpenoids	Apocarotenoids	Apocarotenoids (β-)	http://www.wikidata.org/entity/Q3919027	Mangifera indica	807634.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']	['Unknown']	['Mangifera']	['Mangifera indica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Anacardiaceae']				6	3	9.676233291625977	1
